node_id,edges
7343,"[(7343, 1371), (7343, 1490), (7343, 3417), (7343, 3981), (7343, 6248), (7343, 7763), (7343, 8558)]"
7344,"[(7344, 3485), (7344, 4744), (7344, 6800), (7344, 8236)]"
7345,"[(7345, 2722), (7345, 3482), (7345, 4059), (7345, 5293), (7345, 6265), (7345, 7556), (7345, 8246), (7345, 9532), (7345, 9691)]"
7346,"[(7346, 7423), (7346, 8396), (7346, 8705), (7346, 9970)]"
7347,"[(7347, 3545), (7347, 3958), (7347, 4040), (7347, 5211), (7347, 5361), (7347, 5874), (7347, 6594), (7347, 9876)]"
7348,"[(7348, 1010), (7348, 3997), (7348, 8851), (7348, 9308)]"
7349,"[(7349, 191), (7349, 1757), (7349, 4060), (7349, 5833), (7349, 6085), (7349, 8172)]"
7350,"[(7350, 1172), (7350, 1418), (7350, 2491), (7350, 3249), (7350, 7394), (7350, 9919)]"
7351,"[(7351, 1479), (7351, 1765), (7351, 2746), (7351, 3059), (7351, 5650), (7351, 6516), (7351, 6707), (7351, 7221)]"
7352,"[(7352, 3505), (7352, 5119)]"
7353,"[(7353, 908), (7353, 2151), (7353, 3981), (7353, 5486), (7353, 5567), (7353, 5871), (7353, 5989), (7353, 6114), (7353, 9937)]"
7354,"[(7354, 3365), (7354, 7163)]"
7355,"[(7355, 6396)]"
7356,"[(7356, 1541), (7356, 4808), (7356, 5786), (7356, 6861), (7356, 8327), (7356, 8582), (7356, 8910)]"
7357,"[(7357, 885), (7357, 4642), (7357, 8140), (7357, 9687)]"
7358,"[(7358, 112), (7358, 2957), (7358, 5216), (7358, 5389), (7358, 8608), (7358, 9404)]"
7359,"[(7359, 251), (7359, 866), (7359, 3159), (7359, 6337), (7359, 7555), (7359, 8739), (7359, 8893)]"
7360,"[(7360, 2009)]"
7361,"[(7361, 100), (7361, 1119), (7361, 1862), (7361, 2686), (7361, 4604), (7361, 6164), (7361, 6199), (7361, 6953)]"
7362,"[(7362, 1777), (7362, 2316), (7362, 3313), (7362, 3624), (7362, 7654), (7362, 7667), (7362, 7806), (7362, 8592)]"
7363,"[(7363, 271), (7363, 820), (7363, 5771), (7363, 9199)]"
7364,"[(7364, 2700), (7364, 6282), (7364, 6908)]"
7365,"[(7365, 899), (7365, 8939), (7365, 9378)]"
7366,"[(7366, 3608), (7366, 4210), (7366, 5317), (7366, 7192), (7366, 7881), (7366, 8003)]"
7367,"[(7367, 697), (7367, 1896), (7367, 3313), (7367, 4242), (7367, 5456), (7367, 6220), (7367, 7083), (7367, 9393)]"
7368,"[(7368, 3006), (7368, 3979), (7368, 4055), (7368, 7969), (7368, 9140), (7368, 9629)]"
7369,"[(7369, 2711), (7369, 6672), (7369, 8726)]"
7370,"[(7370, 1211), (7370, 5922)]"
7371,"[(7371, 2536), (7371, 7420), (7371, 8727)]"
7372,"[(7372, 316), (7372, 1138), (7372, 3687), (7372, 5947), (7372, 6269), (7372, 6373), (7372, 6525), (7372, 7567), (7372, 8686)]"
7373,"[(7373, 1230), (7373, 1409), (7373, 5057), (7373, 5339), (7373, 5441), (7373, 8074)]"
7374,"[(7374, 158), (7374, 180), (7374, 336), (7374, 3709), (7374, 3977), (7374, 9112)]"
7375,"[(7375, 135), (7375, 2539), (7375, 2834), (7375, 4397), (7375, 4717), (7375, 4977), (7375, 5347), (7375, 6438), (7375, 9718)]"
7376,"[(7376, 1443), (7376, 4752), (7376, 5123), (7376, 5589), (7376, 9614), (7376, 9615)]"
7377,"[(7377, 5126), (7377, 6508), (7377, 6947)]"
7378,"[(7378, 4137), (7378, 4712), (7378, 6704), (7378, 8977)]"
7379,"[(7379, 749), (7379, 2135), (7379, 2557), (7379, 3494), (7379, 4540), (7379, 6521), (7379, 7382)]"
7380,"[(7380, 585), (7380, 739), (7380, 3142), (7380, 3987), (7380, 6859), (7380, 8156)]"
7381,"[(7381, 4601), (7381, 6134), (7381, 6381), (7381, 7069), (7381, 8245), (7381, 8472), (7381, 8714), (7381, 9408), (7381, 9889), (7381, 9909)]"
7382,"[(7382, 170), (7382, 326), (7382, 4202), (7382, 6973), (7382, 7379), (7382, 9574)]"
7383,"[(7383, 354), (7383, 2760), (7383, 7018), (7383, 9455), (7383, 9498), (7383, 9666)]"
7384,"[(7384, 6967)]"
7385,"[(7385, 4472), (7385, 7388), (7385, 7961), (7385, 8338), (7385, 8893)]"
7386,"[(7386, 4713)]"
7387,"[(7387, 4282), (7387, 4631), (7387, 5401), (7387, 6246), (7387, 7807), (7387, 9655), (7387, 9934)]"
7388,"[(7388, 229), (7388, 2298), (7388, 4203), (7388, 7013), (7388, 7385), (7388, 9427)]"
7389,"[(7389, 531), (7389, 774), (7389, 2797), (7389, 3284), (7389, 3777), (7389, 6070)]"
7390,"[(7390, 1481), (7390, 2463), (7390, 6222), (7390, 7549), (7390, 8456), (7390, 9474)]"
7391,"[(7391, 861), (7391, 4731), (7391, 5040), (7391, 6870), (7391, 9906)]"
7392,"[(7392, 152), (7392, 3726), (7392, 5634), (7392, 7749), (7392, 8173)]"
7393,"[(7393, 4444), (7393, 5385)]"
7394,"[(7394, 3026), (7394, 4890), (7394, 7350), (7394, 7686), (7394, 8039), (7394, 8176)]"
7395,"[(7395, 3161), (7395, 3409), (7395, 4130), (7395, 4212), (7395, 5562), (7395, 6399), (7395, 8847)]"
7396,"[(7396, 2733), (7396, 5261)]"
7397,"[(7397, 3040), (7397, 3253), (7397, 3682), (7397, 4396), (7397, 6158), (7397, 6501), (7397, 8637), (7397, 8668)]"
7398,"[(7398, 626), (7398, 4965), (7398, 4987), (7398, 6471), (7398, 6697), (7398, 8719), (7398, 9220), (7398, 9263), (7398, 9339), (7398, 9829)]"
7399,"[(7399, 93), (7399, 329), (7399, 2990), (7399, 3368), (7399, 4323), (7399, 8354)]"
7400,"[(7400, 1476), (7400, 1907), (7400, 9081)]"
7401,"[(7401, 3519), (7401, 4294), (7401, 6933), (7401, 7214), (7401, 7225), (7401, 9044)]"
7402,"[(7402, 948), (7402, 2688), (7402, 4158), (7402, 4978), (7402, 6660), (7402, 9621)]"
7403,"[(7403, 272), (7403, 325), (7403, 1770), (7403, 3220), (7403, 4520), (7403, 6236), (7403, 6385), (7403, 7130), (7403, 7903)]"
7404,"[(7404, 626), (7404, 2248), (7404, 4575), (7404, 4872), (7404, 6604), (7404, 9728)]"
7405,"[(7405, 9130)]"
7406,"[(7406, 566), (7406, 2936), (7406, 3624), (7406, 4545), (7406, 7725), (7406, 8106), (7406, 8741), (7406, 9459)]"
7407,"[(7407, 165), (7407, 1762), (7407, 3189), (7407, 3393), (7407, 3727), (7407, 6653), (7407, 7854)]"
7408,"[(7408, 83), (7408, 3261), (7408, 8284)]"
7409,"[(7409, 766), (7409, 1375), (7409, 4012), (7409, 4938)]"
7410,"[(7410, 2972), (7410, 4199), (7410, 6937), (7410, 9404)]"
7411,"[(7411, 2407), (7411, 3086), (7411, 4104), (7411, 5822), (7411, 6395)]"
7412,"[(7412, 317), (7412, 1459), (7412, 1771), (7412, 2830), (7412, 6161), (7412, 6300), (7412, 6649), (7412, 8816), (7412, 9601)]"
7413,"[(7413, 1623), (7413, 2909), (7413, 3062), (7413, 3106), (7413, 6005), (7413, 7966)]"
7414,"[(7414, 1171), (7414, 2171), (7414, 6704), (7414, 9365)]"
7415,"[(7415, 9558)]"
7416,"[(7416, 1990), (7416, 2741), (7416, 3228), (7416, 4001), (7416, 5030), (7416, 5412), (7416, 5875)]"
7417,"[(7417, 3724), (7417, 3760), (7417, 5080), (7417, 5948), (7417, 6057)]"
7418,"[(7418, 2438), (7418, 2765), (7418, 3028), (7418, 7796), (7418, 8044), (7418, 8160), (7418, 9947)]"
7419,"[(7419, 6639), (7419, 9822)]"
7420,"[(7420, 7371), (7420, 7672)]"
7421,"[(7421, 4315), (7421, 9668)]"
7422,"[(7422, 668), (7422, 1835), (7422, 5088), (7422, 5333), (7422, 6439), (7422, 8824), (7422, 9911)]"
7423,"[(7423, 3055), (7423, 5009), (7423, 6587), (7423, 7346), (7423, 7852), (7423, 8751), (7423, 9038), (7423, 9687), (7423, 9978)]"
7424,"[(7424, 4346), (7424, 7677), (7424, 8268), (7424, 9815)]"
7425,"[(7425, 26), (7425, 6076), (7425, 8499), (7425, 9057)]"
7426,"[(7426, 685), (7426, 3669), (7426, 4823), (7426, 5022)]"
7427,"[(7427, 7985), (7427, 8420), (7427, 8819)]"
7428,"[(7428, 1261), (7428, 2981), (7428, 5300), (7428, 5372), (7428, 6640), (7428, 6761), (7428, 6804), (7428, 9271)]"
7429,"[(7429, 616), (7429, 1546), (7429, 1929), (7429, 3138), (7429, 3741), (7429, 5120), (7429, 5468), (7429, 6423), (7429, 6543), (7429, 8461)]"
7430,"[(7430, 98), (7430, 400), (7430, 2059), (7430, 3993), (7430, 5058), (7430, 5620), (7430, 5785), (7430, 9732)]"
7431,"[(7431, 1131), (7431, 1828), (7431, 2940), (7431, 5638), (7431, 6046)]"
7432,"[(7432, 373), (7432, 710), (7432, 741), (7432, 1082), (7432, 2732), (7432, 3314), (7432, 3993), (7432, 5591), (7432, 5638), (7432, 7846), (7432, 7959), (7432, 8663), (7432, 9334), (7432, 9439)]"
7433,"[(7433, 7464), (7433, 8801), (7433, 8989)]"
7434,"[(7434, 856), (7434, 3679), (7434, 4961), (7434, 8614)]"
7435,"[(7435, 1893), (7435, 3648), (7435, 8760), (7435, 9109), (7435, 9539)]"
7436,"[(7436, 1802), (7436, 6610)]"
7437,"[(7437, 4518), (7437, 5510), (7437, 6523), (7437, 7107), (7437, 8976)]"
7438,"[(7438, 1685), (7438, 4113), (7438, 9894)]"
7439,"[(7439, 1690), (7439, 3865), (7439, 5644), (7439, 7876)]"
7440,"[(7440, 7855)]"
7441,"[(7441, 647), (7441, 1264), (7441, 5500)]"
7442,"[(7442, 666), (7442, 1897), (7442, 3395), (7442, 4040), (7442, 5255), (7442, 6482)]"
7443,"[(7443, 5599), (7443, 8089), (7443, 9254)]"
7444,"[(7444, 476), (7444, 3881), (7444, 4065), (7444, 8900)]"
7445,"[(7445, 1593), (7445, 2510), (7445, 2853), (7445, 3880), (7445, 4461), (7445, 7669), (7445, 7746), (7445, 8041), (7445, 9201), (7445, 9413), (7445, 9533)]"
7446,"[(7446, 1757), (7446, 3629), (7446, 6387)]"
7447,"[(7447, 1931), (7447, 3011), (7447, 3471), (7447, 6767), (7447, 7165)]"
7448,"[(7448, 1828), (7448, 2062), (7448, 3096), (7448, 5066), (7448, 9472), (7448, 9722)]"
7449,"[(7449, 44), (7449, 1600), (7449, 2063), (7449, 3422), (7449, 3537), (7449, 6150), (7449, 7574), (7449, 8318)]"
7450,"[(7450, 3558), (7450, 4342), (7450, 4725), (7450, 9040), (7450, 9617)]"
7451,"[(7451, 3264), (7451, 5081), (7451, 9020)]"
7452,"[(7452, 1672), (7452, 1840), (7452, 4643), (7452, 5078), (7452, 5301)]"
7453,"[(7453, 2442), (7453, 5449), (7453, 7259), (7453, 8626)]"
7454,"[(7454, 374), (7454, 9643)]"
7455,"[(7455, 313), (7455, 670), (7455, 728), (7455, 5852), (7455, 9766)]"
7456,"[(7456, 376), (7456, 1049), (7456, 1121), (7456, 1293), (7456, 1711), (7456, 6462)]"
7457,"[(7457, 394), (7457, 3274), (7457, 5800), (7457, 6527), (7457, 7513)]"
7458,"[(7458, 1500), (7458, 2018), (7458, 2891), (7458, 3743), (7458, 4422), (7458, 7017), (7458, 8152), (7458, 9730)]"
7459,"[(7459, 321), (7459, 3729), (7459, 4437), (7459, 6627), (7459, 9827)]"
7460,"[(7460, 3085), (7460, 8003), (7460, 8097)]"
7461,"[(7461, 1620), (7461, 2365), (7461, 3611), (7461, 5125)]"
7462,"[(7462, 853), (7462, 3019), (7462, 4194), (7462, 9829)]"
7463,"[(7463, 2853), (7463, 3191), (7463, 3997), (7463, 4076), (7463, 4229)]"
7464,"[(7464, 4609), (7464, 4836), (7464, 6360), (7464, 6792), (7464, 6940), (7464, 7433), (7464, 8430)]"
7465,"[(7465, 5861), (7465, 8211), (7465, 8643), (7465, 8699)]"
7466,"[(7466, 964), (7466, 4496), (7466, 6443)]"
7467,"[(7467, 1123), (7467, 2109), (7467, 2908), (7467, 4123), (7467, 4988), (7467, 6027), (7467, 6539), (7467, 7983), (7467, 8463), (7467, 8903), (7467, 9483)]"
7468,"[(7468, 4866), (7468, 5616), (7468, 5721), (7468, 8056)]"
7469,"[(7469, 848), (7469, 1421), (7469, 8130), (7469, 9649)]"
7470,"[(7470, 207), (7470, 588), (7470, 2032), (7470, 2569), (7470, 6638), (7470, 7279), (7470, 9220)]"
7471,"[(7471, 1869), (7471, 2446)]"
7472,"[(7472, 3900), (7472, 5216), (7472, 5963), (7472, 8003)]"
7473,"[(7473, 2272), (7473, 5176), (7473, 7189), (7473, 7226), (7473, 7840), (7473, 7891), (7473, 8463)]"
7474,"[(7474, 2564), (7474, 7746)]"
7475,"[(7475, 2580), (7475, 3928), (7475, 9357), (7475, 9839)]"
7476,"[(7476, 6659)]"
7477,"[(7477, 963), (7477, 2298), (7477, 7156), (7477, 8152), (7477, 9302)]"
7478,"[(7478, 447), (7478, 1727), (7478, 3615), (7478, 4913), (7478, 5431), (7478, 6886), (7478, 7612), (7478, 8818)]"
7479,"[(7479, 812), (7479, 3234), (7479, 3795), (7479, 6654), (7479, 7096), (7479, 7196), (7479, 9252), (7479, 9870)]"
7480,"[(7480, 923), (7480, 1226), (7480, 4261), (7480, 8352), (7480, 9894)]"
7481,"[(7481, 710), (7481, 2672), (7481, 4432), (7481, 4586), (7481, 5706), (7481, 6897)]"
7482,"[(7482, 5599), (7482, 7097), (7482, 7286), (7482, 8880)]"
7483,"[(7483, 3209), (7483, 7507), (7483, 8790), (7483, 9830), (7483, 9850)]"
7484,"[(7484, 1589), (7484, 1833), (7484, 2122), (7484, 6133), (7484, 6201)]"
7485,"[(7485, 2509), (7485, 3665), (7485, 6402), (7485, 7043), (7485, 9522)]"
7486,"[(7486, 1851), (7486, 2472), (7486, 3932), (7486, 4033), (7486, 4127), (7486, 4500), (7486, 6704), (7486, 6799), (7486, 7890), (7486, 8786), (7486, 8876)]"
7487,"[(7487, 341), (7487, 2182), (7487, 3552), (7487, 3690), (7487, 4260), (7487, 6940), (7487, 9475), (7487, 9553)]"
7488,"[(7488, 2473), (7488, 3792), (7488, 3826), (7488, 5285), (7488, 7025), (7488, 7103), (7488, 7953), (7488, 8904)]"
7489,"[(7489, 5531), (7489, 5740), (7489, 7503)]"
7490,"[(7490, 89), (7490, 675), (7490, 938), (7490, 2625), (7490, 4425), (7490, 4794), (7490, 5041), (7490, 5125), (7490, 7769), (7490, 9125)]"
7491,"[(7491, 971), (7491, 974), (7491, 1089), (7491, 1810), (7491, 4336), (7491, 7814)]"
7492,"[(7492, 3402), (7492, 7111), (7492, 7516), (7492, 8344), (7492, 9199), (7492, 9233)]"
7493,"[(7493, 3079), (7493, 8700)]"
7494,"[(7494, 75), (7494, 660), (7494, 4045), (7494, 4184), (7494, 7977), (7494, 8182), (7494, 8725), (7494, 9880)]"
7495,"[(7495, 7123), (7495, 8203)]"
7496,"[(7496, 3801), (7496, 9200)]"
7497,"[(7497, 798), (7497, 7128), (7497, 8603)]"
7498,"[(7498, 670), (7498, 2598), (7498, 4833), (7498, 5212), (7498, 7703), (7498, 8898), (7498, 9103)]"
7499,"[(7499, 2375), (7499, 2924), (7499, 3708), (7499, 3832), (7499, 7230), (7499, 7323), (7499, 7528), (7499, 8779), (7499, 8909), (7499, 9857)]"
7500,"[(7500, 5175), (7500, 5331), (7500, 6517)]"
7501,"[(7501, 243), (7501, 1243), (7501, 2908), (7501, 3363), (7501, 4075), (7501, 4325), (7501, 7068), (7501, 8140), (7501, 8298), (7501, 9277), (7501, 9467)]"
7502,"[(7502, 2170), (7502, 3427), (7502, 5400), (7502, 8197), (7502, 8435)]"
7503,"[(7503, 2478), (7503, 3112), (7503, 5170), (7503, 6404), (7503, 7489)]"
7504,"[(7504, 3137), (7504, 6007), (7504, 6768), (7504, 8000), (7504, 9217)]"
7505,"[(7505, 1590), (7505, 5311)]"
7506,"[(7506, 99), (7506, 207), (7506, 2671), (7506, 2736), (7506, 8804)]"
7507,"[(7507, 476), (7507, 2650), (7507, 7483)]"
7508,"[(7508, 1496), (7508, 4294), (7508, 5255), (7508, 8367), (7508, 9333), (7508, 9665)]"
7509,"[(7509, 6586)]"
7510,"[(7510, 241), (7510, 821), (7510, 2808), (7510, 4470), (7510, 4498), (7510, 9503)]"
7511,"[(7511, 5560), (7511, 5657), (7511, 8336)]"
7512,"[(7512, 1731), (7512, 1734), (7512, 2430), (7512, 5974), (7512, 6481), (7512, 6756), (7512, 8542)]"
7513,"[(7513, 2043), (7513, 2238), (7513, 7457), (7513, 9052), (7513, 9557)]"
7514,"[(7514, 923), (7514, 6827)]"
7515,"[(7515, 1370), (7515, 1588), (7515, 1761)]"
7516,"[(7516, 2820), (7516, 4205), (7516, 4986), (7516, 6381), (7516, 7492)]"
7517,"[(7517, 1847), (7517, 3265), (7517, 5363), (7517, 6812), (7517, 7079), (7517, 7823)]"
7518,"[(7518, 1196), (7518, 1526), (7518, 4243), (7518, 6232), (7518, 7908), (7518, 8831)]"
7519,"[(7519, 1759), (7519, 2309), (7519, 4802), (7519, 5147), (7519, 5538), (7519, 9405)]"
7520,"[(7520, 2646), (7520, 3750), (7520, 6491), (7520, 6971)]"
7521,"[(7521, 2074), (7521, 5339), (7521, 5428), (7521, 7984)]"
7522,"[(7522, 3492), (7522, 4945), (7522, 5779), (7522, 7894), (7522, 7989), (7522, 9720)]"
7523,"[(7523, 4432), (7523, 6816), (7523, 8766)]"
7524,"[(7524, 7064), (7524, 7599), (7524, 8216), (7524, 9936)]"
7525,"[(7525, 4448), (7525, 8852)]"
7526,"[(7526, 829), (7526, 2417), (7526, 2426), (7526, 6107), (7526, 6474), (7526, 7884), (7526, 8207)]"
7527,"[(7527, 795), (7527, 979), (7527, 4067), (7527, 4711), (7527, 6828)]"
7528,"[(7528, 46), (7528, 7333), (7528, 7499), (7528, 8679), (7528, 9016)]"
7529,"[(7529, 2561), (7529, 3818), (7529, 5144), (7529, 5549), (7529, 6386), (7529, 8158), (7529, 9772)]"
7530,"[(7530, 3555), (7530, 6097), (7530, 8454), (7530, 8532), (7530, 8757), (7530, 9804)]"
7531,"[(7531, 452)]"
7532,"[(7532, 299), (7532, 889), (7532, 3186), (7532, 3697), (7532, 4561), (7532, 6869)]"
7533,"[(7533, 161), (7533, 832), (7533, 2787), (7533, 4070), (7533, 4301), (7533, 5122), (7533, 5452), (7533, 6170), (7533, 8716)]"
7534,"[(7534, 415), (7534, 917), (7534, 2219), (7534, 2353), (7534, 2910), (7534, 4138)]"
7535,"[(7535, 2533), (7535, 8170), (7535, 8224), (7535, 8860)]"
7536,"[(7536, 2607), (7536, 8839)]"
7537,"[(7537, 7027), (7537, 7146)]"
7538,"[(7538, 563), (7538, 1647), (7538, 9292), (7538, 9516)]"
7539,"[(7539, 1109), (7539, 1241), (7539, 5148), (7539, 5566), (7539, 6790), (7539, 9442)]"
7540,"[(7540, 652), (7540, 1622), (7540, 1880), (7540, 2460), (7540, 2937), (7540, 3702), (7540, 5621), (7540, 9043), (7540, 9710)]"
7541,"[(7541, 1442), (7541, 2657), (7541, 3965), (7541, 4120), (7541, 4640), (7541, 5925), (7541, 5948), (7541, 6858), (7541, 8354)]"
7542,"[(7542, 4711), (7542, 5177), (7542, 6427), (7542, 7626), (7542, 9407)]"
7543,"[(7543, 249), (7543, 1902), (7543, 2381), (7543, 3055), (7543, 3536), (7543, 5637), (7543, 7737)]"
7544,"[(7544, 971), (7544, 1305), (7544, 1606), (7544, 3451), (7544, 3742), (7544, 3875), (7544, 4107), (7544, 6614), (7544, 9972)]"
7545,"[(7545, 200), (7545, 366), (7545, 3265), (7545, 4927)]"
7546,"[(7546, 987), (7546, 1086), (7546, 1112), (7546, 1456), (7546, 1620), (7546, 3703), (7546, 6644)]"
7547,"[(7547, 5419), (7547, 5778), (7547, 5966), (7547, 6692), (7547, 8604), (7547, 9458)]"
7548,"[(7548, 311), (7548, 3693), (7548, 7077)]"
7549,"[(7549, 1741), (7549, 2625), (7549, 7390), (7549, 7630), (7549, 7786)]"
7550,"[(7550, 6287), (7550, 8226), (7550, 9444)]"
7551,"[(7551, 218), (7551, 1479), (7551, 4633), (7551, 5562), (7551, 5831)]"
7552,[]
7553,"[(7553, 2669), (7553, 4825), (7553, 6275)]"
7554,"[(7554, 1566), (7554, 2102), (7554, 2727), (7554, 9757)]"
7555,"[(7555, 3076), (7555, 7359), (7555, 9383)]"
7556,"[(7556, 162), (7556, 1118), (7556, 5220), (7556, 6321), (7556, 6980), (7556, 7345)]"
7557,"[(7557, 952), (7557, 1860), (7557, 2185), (7557, 2351), (7557, 2490), (7557, 3316), (7557, 3905), (7557, 6771), (7557, 9465)]"
7558,"[(7558, 1734), (7558, 2631), (7558, 3203), (7558, 7219), (7558, 8904), (7558, 8939)]"
7559,"[(7559, 704), (7559, 815), (7559, 1262), (7559, 1956), (7559, 2021), (7559, 4197), (7559, 6629), (7559, 6662), (7559, 6770), (7559, 6884), (7559, 7336), (7559, 7869), (7559, 8882), (7559, 9847)]"
7560,"[(7560, 5909), (7560, 6310)]"
7561,"[(7561, 66), (7561, 856), (7561, 3446), (7561, 4151)]"
7562,"[(7562, 4021), (7562, 5196), (7562, 9230)]"
7563,"[(7563, 765), (7563, 1861), (7563, 5257), (7563, 8164)]"
7564,"[(7564, 2834), (7564, 5580), (7564, 9692)]"
7565,"[(7565, 4032), (7565, 4050), (7565, 5970), (7565, 9840)]"
7566,"[(7566, 4031), (7566, 5390), (7566, 9331)]"
7567,"[(7567, 263), (7567, 5578), (7567, 6127), (7567, 7372), (7567, 8174), (7567, 8689)]"
7568,"[(7568, 743), (7568, 2793), (7568, 4317), (7568, 4963), (7568, 9684)]"
7569,"[(7569, 1248), (7569, 5284), (7569, 5883), (7569, 5899), (7569, 8875)]"
7570,"[(7570, 363), (7570, 4899), (7570, 6553), (7570, 8146)]"
7571,"[(7571, 2983), (7571, 3037), (7571, 4102), (7571, 4633), (7571, 8483)]"
7572,"[(7572, 413), (7572, 7167), (7572, 7638)]"
7573,"[(7573, 494), (7573, 4871), (7573, 6725)]"
7574,"[(7574, 1946), (7574, 6694), (7574, 6974), (7574, 7449)]"
7575,"[(7575, 15), (7575, 1446), (7575, 3111), (7575, 4110), (7575, 7108), (7575, 7152)]"
7576,"[(7576, 2556), (7576, 3547), (7576, 6108), (7576, 8688)]"
7577,"[(7577, 1942), (7577, 9205)]"
7578,"[(7578, 1576), (7578, 9554), (7578, 9650)]"
7579,"[(7579, 3421), (7579, 5417), (7579, 6324), (7579, 6437), (7579, 9695)]"
7580,"[(7580, 611), (7580, 2553), (7580, 4157), (7580, 6525)]"
7581,"[(7581, 388), (7581, 853), (7581, 1707), (7581, 3089), (7581, 4118), (7581, 5398), (7581, 5595), (7581, 5770), (7581, 6520), (7581, 7264)]"
7582,"[(7582, 2495), (7582, 2947), (7582, 6408)]"
7583,"[(7583, 6017), (7583, 6110), (7583, 8265), (7583, 9506)]"
7584,"[(7584, 2324), (7584, 8763)]"
7585,"[(7585, 3042), (7585, 5034), (7585, 6465)]"
7586,"[(7586, 693), (7586, 2434), (7586, 3419), (7586, 7213), (7586, 7665), (7586, 7669), (7586, 8718), (7586, 8856)]"
7587,"[(7587, 284), (7587, 816), (7587, 5447), (7587, 9608)]"
7588,"[(7588, 2201), (7588, 3853), (7588, 5898)]"
7589,"[(7589, 1737), (7589, 3563), (7589, 3659), (7589, 5512), (7589, 5932), (7589, 6034), (7589, 9652)]"
7590,"[(7590, 6386), (7590, 9608)]"
7591,"[(7591, 6482), (7591, 9400), (7591, 9412)]"
7592,"[(7592, 6119), (7592, 6966)]"
7593,"[(7593, 774), (7593, 3316), (7593, 4761), (7593, 5284), (7593, 5813), (7593, 6492), (7593, 7301), (7593, 7894), (7593, 9226)]"
7594,"[(7594, 963), (7594, 3855), (7594, 4100), (7594, 5507), (7594, 7304), (7594, 7649), (7594, 8646)]"
7595,"[(7595, 2393), (7595, 3463)]"
7596,"[(7596, 1561), (7596, 3028), (7596, 5415), (7596, 6497), (7596, 8202), (7596, 9079)]"
7597,"[(7597, 8110), (7597, 8518)]"
7598,"[(7598, 6642)]"
7599,"[(7599, 4732), (7599, 7004), (7599, 7126), (7599, 7524)]"
7600,"[(7600, 1832), (7600, 4852), (7600, 9029)]"
7601,"[(7601, 452), (7601, 859), (7601, 2256), (7601, 3434), (7601, 7259), (7601, 8331)]"
7602,"[(7602, 2591), (7602, 7290), (7602, 9752)]"
7603,"[(7603, 318), (7603, 655), (7603, 1057), (7603, 1369), (7603, 2613), (7603, 2641), (7603, 6915)]"
7604,"[(7604, 1402), (7604, 4584), (7604, 7020)]"
7605,"[(7605, 587), (7605, 677), (7605, 2037), (7605, 5168), (7605, 6790)]"
7606,"[(7606, 373), (7606, 4010), (7606, 4165), (7606, 5042), (7606, 8780)]"
7607,"[(7607, 1738), (7607, 3591), (7607, 4363), (7607, 4367)]"
7608,"[(7608, 311), (7608, 2893), (7608, 6775)]"
7609,"[(7609, 185), (7609, 569), (7609, 4593), (7609, 8413)]"
7610,"[(7610, 1312), (7610, 4411), (7610, 8435)]"
7611,"[(7611, 173), (7611, 2859), (7611, 4276), (7611, 5833), (7611, 8239), (7611, 8994)]"
7612,"[(7612, 2348), (7612, 4000), (7612, 6932), (7612, 7478)]"
7613,"[(7613, 2981), (7613, 3068), (7613, 4228), (7613, 5857), (7613, 8638), (7613, 9403), (7613, 9867)]"
7614,"[(7614, 4316), (7614, 6515), (7614, 6598), (7614, 7628), (7614, 7963)]"
7615,"[(7615, 1149), (7615, 3576), (7615, 4814), (7615, 5733), (7615, 6631), (7615, 8751)]"
7616,"[(7616, 441), (7616, 1428), (7616, 2591), (7616, 3352), (7616, 4451), (7616, 4641), (7616, 7098)]"
7617,"[(7617, 1515), (7617, 3589), (7617, 8244), (7617, 8511)]"
7618,"[(7618, 3346), (7618, 4616), (7618, 7182), (7618, 9134)]"
7619,"[(7619, 484), (7619, 1063), (7619, 3940), (7619, 5953), (7619, 6174), (7619, 6847), (7619, 8506), (7619, 8530), (7619, 8567)]"
7620,"[(7620, 2126), (7620, 5644), (7620, 8748), (7620, 9366)]"
7621,"[(7621, 3791), (7621, 7292), (7621, 8119)]"
7622,"[(7622, 427), (7622, 2790), (7622, 4037), (7622, 4152), (7622, 4270), (7622, 9016)]"
7623,"[(7623, 3006)]"
7624,"[(7624, 4721), (7624, 4729), (7624, 6489), (7624, 8615), (7624, 9204)]"
7625,"[(7625, 1187), (7625, 1210), (7625, 1754), (7625, 2354), (7625, 2887), (7625, 3521), (7625, 5370), (7625, 5814)]"
7626,"[(7626, 4904), (7626, 7542)]"
7627,"[(7627, 2403), (7627, 5344), (7627, 7940), (7627, 8728), (7627, 9997)]"
7628,"[(7628, 960), (7628, 4035), (7628, 4449), (7628, 5615), (7628, 7614)]"
7629,"[(7629, 1497), (7629, 2359), (7629, 7643)]"
7630,"[(7630, 2074), (7630, 7549)]"
7631,"[(7631, 95), (7631, 1168), (7631, 1563), (7631, 4032), (7631, 4801), (7631, 4885), (7631, 6185), (7631, 8022), (7631, 8514), (7631, 9538), (7631, 9733)]"
7632,"[(7632, 199), (7632, 1245), (7632, 1504), (7632, 2070), (7632, 2776), (7632, 5096), (7632, 5772), (7632, 5968), (7632, 6791), (7632, 6866)]"
7633,"[(7633, 774), (7633, 1889), (7633, 2116), (7633, 2880), (7633, 3395), (7633, 3817), (7633, 4944), (7633, 5228), (7633, 7338), (7633, 9163), (7633, 9453)]"
